감기,어제 비를 맞고 나서 몸이 으슬으슬 떨리고 콧물이 계속 나요.,1
감기,창문을 열고 잤더니 아침에 목이 따갑고 재채기가 멈추질 않네요.,1
감기,운동 후에 땀을 식히지 않고 있다가 열이 나고 기침이 심해졌어요.,1
감기,늦게까지 창밖에서 통화하다가 코가 막히고 두통이 생겼습니다.,1
감기,급하게 찬 바람을 맞고 들어왔더니 오한이 들고 목이 아파요.,1
감기,밤새 에어컨을 틀고 자서 그런지 코가 맹맹하고 목소리가 잠겼어요.,1
감기,어젯밤에 얇게 입고 나갔다 와서 그런지 콧물과 기침이 심해요.,1
감기,샤워 후에 머리를 안 말리고 잤더니 아침에 열이 오르고 목이 칼칼했어요.,1
감기,늦은 밤까지 일하다가 체력이 떨어졌는지 인후통이 생기고 콧물이 흐릅니다.,1
감기,어젯밤 추운 날씨에 외출해서 그런지 몸이 쑤시고 코가 막혔어요.,1
감기,창문을 열고 자다가 새벽에 깬 이후로 계속 기침이 나고 오한이 들어요.,1
감기,비 오는 날 장시간 외출하고 돌아온 뒤로 코가 막히고 몸살 기운이 있어요.,1
감기,찬 음식 먹고 난 뒤부터 목이 따끔거리고 콧물이 멈추질 않네요.,1
감기,야근하고 지친 상태로 집에 왔더니 열이 오르고 머리가 지끈거립니다.,1
감기,새벽에 산책하고 나서 몸이 떨리고 목이 점점 아파오기 시작했어요.,1
감기,어제 비 맞고 걷다가 몸이 으슬으슬하고 콧물도 나와.,1
감기,늦게까지 야외에 있었더니 목도 칼칼하고 재채기가 계속 나와.,1
감기,"찬물에 손 담그고 있다가 그런가, 코도 막히고 머리가 띵해.",1
감기,운동 끝나고 바로 나왔더니 기침도 나고 콧물도 주르륵 흘러.,1
감기,에어컨 빵빵한 곳에서 일했더니 목이 아프고 코가 간질간질해.,1
감기,밤에 얇은 이불 덮고 잤더니 아침부터 콧물 터지고 열도 나는 거 같아.,1
감기,추운데 밖에서 오래 놀았더니 코도 막히고 기침도 조금씩 나와.,1
감기,찬 음료 많이 마신 다음부터 목이 아프고 열감이 있어.,1
감기,새벽에 깼는데 몸이 떨리고 기침이 나오더라고.,1
감기,갑자기 날씨가 추워졌는데 얇게 입고 다녀서 그런가 콧물이 멈추질 않아.,1
감기,밤새 컴퓨터 하다가 그런지 몸살기 있고 목도 칼칼해.,1
감기,"피곤해서 그런가, 두통도 있고 콧물도 자꾸 나와.",1
감기,비 맞고 돌아왔는데 몸이 쑤시고 목소리가 갈라져.,1
감기,찬 바람 맞고 온 뒤부터 기침 나고 열도 좀 있는 거 같아.,1
감기,체력이 떨어져서인지 감기 기운이 도는지 코가 막히고 머리가 아파.,1
감기,기침이 계속 나고 목이 따가워요.,2
감기,콧물이 흐르고 머리가 아파요.,2
감기,재채기가 멈추지 않고 코가 막혔어요.,2
감기,목이 칼칼하고 열이 나요.,2
감기,코가 막히고 기침이 심하게 나요.,2
감기,두통이 심하고 콧물이 계속 나요.,2
감기,인후통이 있고 코가 답답해요.,2
감기,기침이 심하고 열이 있어요.,2
감기,코막힘이 심하고 목이 붓고 아파요.,2
감기,콧물과 재채기가 반복되고 있어요.,2
감기,목소리가 쉬고 열이 올라요.,2
감기,몸이 떨리고 콧물이 나요.,2
감기,기침과 인후통이 계속되고 있어요.,2
감기,콧물이 멈추지 않고 머리가 띵해요.,2
감기,열이 나고 목이 따갑습니다.,2
감기,기침 나고 콧물도 줄줄 나와.,2
감기,열나고 목도 칼칼해.,2
감기,코막히고 머리도 아파.,2
감기,기침 계속 나오고 콧물도 심해.,2
감기,목이 아프고 열이 좀 있는 거 같아.,2
감기,콧물 줄줄 흐르고 머리가 띵해.,2
감기,목소리 갈라지고 재채기도 계속 나와.,2
감기,기침 심하고 코도 꽉 막혔어.,2
감기,열이 나고 머리도 아파.,2
감기,목이 칼칼하고 콧물이 멈추질 않아.,2
감기,재채기랑 콧물이 동시에 나와.,2
감기,기침도 나고 목이 너무 아파.,2
감기,머리 아프고 몸도 으슬으슬해.,2
감기,기침이랑 열이 같이 와.,2
감기,목 아프고 기운도 없어.,2
감기,좀 그런 느낌인데 기침도 나오고 뭔가 목이 좀 이상해요.,3
감기,코가 좀 그런데 머리도 무겁고... 아무튼 그래요.,3
감기,뭔가 계속 나오는 것 같고 몸도 좀 그렇네요.,3
감기,열도 살짝 있는 거 같고 목이... 잘 모르겠어요.,3
감기,기운도 없고 콧물이... 계속 그러네요.,3
감기,계속 그런 느낌인데 기침도 좀 나오고요.,3
감기,목이 뻐근한 게 아닌데 뭔가 답답하고 머리가 좀 그래요.,3
감기,열이 있는 것도 같은데 아니기도 하고... 기침도 좀 해요.,3
감기,몸이 괜찮진 않고 코가 약간 그렇네요.,3
감기,기침도 나오고 목도 좀... 설명이 어려워요.,3
감기,"뭔가 이상한데요, 머리가 살짝 아프고 그런 것 같아요.",3
감기,계속 뭔가가 나오는 것 같은데 딱히 뭐라 하긴 어려워요.,3
감기,코가 막힌 것 같기도 하고... 목도 좀 불편하네요.,3
감기,"열이 있나 싶을 정도로 약간 뜨겁고요, 콧물도 조금...",3
감기,"목이 아픈 건지 칼칼한 건지, 그리고 기침도 살짝 있어요.",3
감기,기침이랑... 그냥 좀 이상해.,3
감기,콧물도 그렇고 뭔가 몸이 좀 그래.,3
